ID,Audio,Emotion,Text,Semantic
787,kaggle/input/cremad/AudioWAV/1010_TAI_NEU_XX.wav,Neutral,The airplane is almost full,factual_statement
788,kaggle/input/cremad/AudioWAV/1010_TAI_SAD_XX.wav,Sad,The airplane is almost full,factual_statement
789,kaggle/input/cremad/AudioWAV/1010_TIE_ANG_XX.wav,Anger,That is exactly what happened,narrative
790,kaggle/input/cremad/AudioWAV/1010_TIE_DIS_XX.wav,Disgust,That is exactly what happened,narrative
791,kaggle/input/cremad/AudioWAV/1010_TIE_FEA_XX.wav,Fear,That is exactly what happened,narrative
792,kaggle/input/cremad/AudioWAV/1010_TIE_HAP_XX.wav,Happy,That is exactly what happened,narrative
793,kaggle/input/cremad/AudioWAV/1010_TIE_NEU_XX.wav,Neutral,That is exactly what happened,narrative
794,kaggle/input/cremad/AudioWAV/1010_TIE_SAD_XX.wav,Sad,That is exactly what happened,narrative
795,kaggle/input/cremad/AudioWAV/1010_TSI_ANG_XX.wav,Anger,The surface is slick,factual_statement
796,kaggle/input/cremad/AudioWAV/1010_TSI_DIS_XX.wav,Disgust,The surface is slick,factual_statement
797,kaggle/input/cremad/AudioWAV/1010_TSI_FEA_XX.wav,Fear,The surface is slick,factual_statement
798,kaggle/input/cremad/AudioWAV/1010_TSI_HAP_XX.wav,Happy,The surface is slick,factual_statement
799,kaggle/input/cremad/AudioWAV/1010_TSI_NEU_XX.wav,Neutral,The surface is slick,factual_statement
800,kaggle/input/cremad/AudioWAV/1010_TSI_SAD_XX.wav,Sad,The surface is slick,factual_statement
801,kaggle/input/cremad/AudioWAV/1010_WSI_ANG_XX.wav,Anger,We'll stop in a couple of minutes,narrative
802,kaggle/input/cremad/AudioWAV/1010_WSI_DIS_XX.wav,Disgust,We'll stop in a couple of minutes,narrative
803,kaggle/input/cremad/AudioWAV/1010_WSI_FEA_XX.wav,Fear,We'll stop in a couple of minutes,narrative
804,kaggle/input/cremad/AudioWAV/1010_WSI_HAP_XX.wav,Happy,We'll stop in a couple of minutes,narrative
805,kaggle/input/cremad/AudioWAV/1010_WSI_NEU_XX.wav,Neutral,We'll stop in a couple of minutes,narrative
806,kaggle/input/cremad/AudioWAV/1010_WSI_SAD_XX.wav,Sad,We'll stop in a couple of minutes,narrative
807,kaggle/input/cremad/AudioWAV/1011_DFA_ANG_XX.wav,Anger,Don't forget a jacket,request_command
808,kaggle/input/cremad/AudioWAV/1011_DFA_DIS_XX.wav,Disgust,Don't forget a jacket,request_command
809,kaggle/input/cremad/AudioWAV/1011_DFA_FEA_XX.wav,Fear,Don't forget a jacket,request_command
810,kaggle/input/cremad/AudioWAV/1011_DFA_HAP_XX.wav,Happy,Don't forget a jacket,request_command
811,kaggle/input/cremad/AudioWAV/1011_DFA_NEU_XX.wav,Neutral,Don't forget a jacket,request_command
812,kaggle/input/cremad/AudioWAV/1011_DFA_SAD_XX.wav,Sad,Don't forget a jacket,request_command
813,kaggle/input/cremad/AudioWAV/1011_IEO_ANG_HI.wav,Anger,It's eleven o'clock,factual_statement
814,kaggle/input/cremad/AudioWAV/1011_IEO_ANG_LO.wav,Anger,It's eleven o'clock,factual_statement
815,kaggle/input/cremad/AudioWAV/1011_IEO_ANG_MD.wav,Anger,It's eleven o'clock,factual_statement
816,kaggle/input/cremad/AudioWAV/1011_IEO_DIS_HI.wav,Disgust,It's eleven o'clock,factual_statement
817,kaggle/input/cremad/AudioWAV/1011_IEO_DIS_LO.wav,Disgust,It's eleven o'clock,factual_statement
818,kaggle/input/cremad/AudioWAV/1011_IEO_DIS_MD.wav,Disgust,It's eleven o'clock,factual_statement
819,kaggle/input/cremad/AudioWAV/1011_IEO_FEA_HI.wav,Fear,It's eleven o'clock,factual_statement
820,kaggle/input/cremad/AudioWAV/1011_IEO_FEA_LO.wav,Fear,It's eleven o'clock,factual_statement
821,kaggle/input/cremad/AudioWAV/1011_IEO_FEA_MD.wav,Fear,It's eleven o'clock,factual_statement
822,kaggle/input/cremad/AudioWAV/1011_IEO_HAP_HI.wav,Happy,It's eleven o'clock,factual_statement
823,kaggle/input/cremad/AudioWAV/1011_IEO_HAP_LO.wav,Happy,It's eleven o'clock,factual_statement
824,kaggle/input/cremad/AudioWAV/1011_IEO_HAP_MD.wav,Happy,It's eleven o'clock,factual_statement
825,kaggle/input/cremad/AudioWAV/1011_IEO_NEU_XX.wav,Neutral,It's eleven o'clock,factual_statement
826,kaggle/input/cremad/AudioWAV/1011_IEO_SAD_HI.wav,Sad,It's eleven o'clock,factual_statement
827,kaggle/input/cremad/AudioWAV/1011_IEO_SAD_LO.wav,Sad,It's eleven o'clock,factual_statement
828,kaggle/input/cremad/AudioWAV/1011_IEO_SAD_MD.wav,Sad,It's eleven o'clock,factual_statement
829,kaggle/input/cremad/AudioWAV/1011_IOM_ANG_XX.wav,Anger,I'm on my way to the meeting,personal_statement
830,kaggle/input/cremad/AudioWAV/1011_IOM_DIS_XX.wav,Disgust,I'm on my way to the meeting,personal_statement
831,kaggle/input/cremad/AudioWAV/1011_IOM_FEA_XX.wav,Fear,I'm on my way to the meeting,personal_statement
832,kaggle/input/cremad/AudioWAV/1011_IOM_HAP_XX.wav,Happy,I'm on my way to the meeting,personal_statement
833,kaggle/input/cremad/AudioWAV/1011_IOM_NEU_XX.wav,Neutral,I'm on my way to the meeting,personal_statement
834,kaggle/input/cremad/AudioWAV/1011_IOM_SAD_XX.wav,Sad,I'm on my way to the meeting,personal_statement
835,kaggle/input/cremad/AudioWAV/1011_ITH_ANG_XX.wav,Anger,I think I have a doctor's appointment,personal_statement
836,kaggle/input/cremad/AudioWAV/1011_ITH_DIS_XX.wav,Disgust,I think I have a doctor's appointment,personal_statement
837,kaggle/input/cremad/AudioWAV/1011_ITH_FEA_XX.wav,Fear,I think I have a doctor's appointment,personal_statement
838,kaggle/input/cremad/AudioWAV/1011_ITH_HAP_XX.wav,Happy,I think I have a doctor's appointment,personal_statement
839,kaggle/input/cremad/AudioWAV/1011_ITH_NEU_XX.wav,Neutral,I think I have a doctor's appointment,personal_statement
840,kaggle/input/cremad/AudioWAV/1011_ITH_SAD_XX.wav,Sad,I think I have a doctor's appointment,personal_statement
841,kaggle/input/cremad/AudioWAV/1011_ITS_ANG_XX.wav,Anger,I think I've seen this before,personal_statement
842,kaggle/input/cremad/AudioWAV/1011_ITS_DIS_XX.wav,Disgust,I think I've seen this before,personal_statement
843,kaggle/input/cremad/AudioWAV/1011_ITS_FEA_XX.wav,Fear,I think I've seen this before,personal_statement
844,kaggle/input/cremad/AudioWAV/1011_ITS_HAP_XX.wav,Happy,I think I've seen this before,personal_statement
845,kaggle/input/cremad/AudioWAV/1011_ITS_NEU_XX.wav,Neutral,I think I've seen this before,personal_statement
846,kaggle/input/cremad/AudioWAV/1011_ITS_SAD_XX.wav,Sad,I think I've seen this before,personal_statement
847,kaggle/input/cremad/AudioWAV/1011_IWL_ANG_XX.wav,Anger,I would like a new alarm clock,personal_statement
848,kaggle/input/cremad/AudioWAV/1011_IWL_DIS_XX.wav,Disgust,I would like a new alarm clock,personal_statement
849,kaggle/input/cremad/AudioWAV/1011_IWL_FEA_XX.wav,Fear,I would like a new alarm clock,personal_statement
850,kaggle/input/cremad/AudioWAV/1011_IWL_HAP_XX.wav,Happy,I would like a new alarm clock,personal_statement
851,kaggle/input/cremad/AudioWAV/1011_IWL_NEU_XX.wav,Neutral,I would like a new alarm clock,personal_statement
852,kaggle/input/cremad/AudioWAV/1011_IWL_SAD_XX.wav,Sad,I would like a new alarm clock,personal_statement
853,kaggle/input/cremad/AudioWAV/1011_IWW_ANG_XX.wav,Anger,I wonder what this is about,personal_statement
854,kaggle/input/cremad/AudioWAV/1011_IWW_DIS_XX.wav,Disgust,I wonder what this is about,personal_statement
855,kaggle/input/cremad/AudioWAV/1011_IWW_FEA_XX.wav,Fear,I wonder what this is about,personal_statement
856,kaggle/input/cremad/AudioWAV/1011_IWW_HAP_XX.wav,Happy,I wonder what this is about,personal_statement
857,kaggle/input/cremad/AudioWAV/1011_IWW_NEU_XX.wav,Neutral,I wonder what this is about,personal_statement
858,kaggle/input/cremad/AudioWAV/1011_IWW_SAD_XX.wav,Sad,I wonder what this is about,personal_statement
859,kaggle/input/cremad/AudioWAV/1011_MTI_ANG_XX.wav,Anger,Maybe tomorrow it will be cold,narrative
860,kaggle/input/cremad/AudioWAV/1011_MTI_DIS_XX.wav,Disgust,Maybe tomorrow it will be cold,narrative
861,kaggle/input/cremad/AudioWAV/1011_MTI_FEA_XX.wav,Fear,Maybe tomorrow it will be cold,narrative
862,kaggle/input/cremad/AudioWAV/1011_MTI_HAP_XX.wav,Happy,Maybe tomorrow it will be cold,narrative
863,kaggle/input/cremad/AudioWAV/1011_MTI_NEU_XX.wav,Neutral,Maybe tomorrow it will be cold,narrative
864,kaggle/input/cremad/AudioWAV/1011_MTI_SAD_XX.wav,Sad,Maybe tomorrow it will be cold,narrative
865,kaggle/input/cremad/AudioWAV/1011_TAI_ANG_XX.wav,Anger,The airplane is almost full,factual_statement
866,kaggle/input/cremad/AudioWAV/1011_TAI_DIS_XX.wav,Disgust,The airplane is almost full,factual_statement
867,kaggle/input/cremad/AudioWAV/1011_TAI_FEA_XX.wav,Fear,The airplane is almost full,factual_statement
868,kaggle/input/cremad/AudioWAV/1011_TAI_HAP_XX.wav,Happy,The airplane is almost full,factual_statement
869,kaggle/input/cremad/AudioWAV/1011_TAI_NEU_XX.wav,Neutral,The airplane is almost full,factual_statement
870,kaggle/input/cremad/AudioWAV/1011_TAI_SAD_XX.wav,Sad,The airplane is almost full,factual_statement
871,kaggle/input/cremad/AudioWAV/1011_TIE_ANG_XX.wav,Anger,That is exactly what happened,narrative
872,kaggle/input/cremad/AudioWAV/1011_TIE_DIS_XX.wav,Disgust,That is exactly what happened,narrative
873,kaggle/input/cremad/AudioWAV/1011_TIE_FEA_XX.wav,Fear,That is exactly what happened,narrative
874,kaggle/input/cremad/AudioWAV/1011_TIE_HAP_XX.wav,Happy,That is exactly what happened,narrative
875,kaggle/input/cremad/AudioWAV/1011_TIE_NEU_XX.wav,Neutral,That is exactly what happened,narrative
876,kaggle/input/cremad/AudioWAV/1011_TIE_SAD_XX.wav,Sad,That is exactly what happened,narrative
877,kaggle/input/cremad/AudioWAV/1011_TSI_ANG_XX.wav,Anger,The surface is slick,factual_statement
878,kaggle/input/cremad/AudioWAV/1011_TSI_DIS_XX.wav,Disgust,The surface is slick,factual_statement
879,kaggle/input/cremad/AudioWAV/1011_TSI_FEA_XX.wav,Fear,The surface is slick,factual_statement
880,kaggle/input/cremad/AudioWAV/1011_TSI_HAP_XX.wav,Happy,The surface is slick,factual_statement
881,kaggle/input/cremad/AudioWAV/1011_TSI_NEU_XX.wav,Neutral,The surface is slick,factual_statement
882,kaggle/input/cremad/AudioWAV/1011_TSI_SAD_XX.wav,Sad,The surface is slick,factual_statement
883,kaggle/input/cremad/AudioWAV/1011_WSI_ANG_XX.wav,Anger,We'll stop in a couple of minutes,narrative
884,kaggle/input/cremad/AudioWAV/1011_WSI_DIS_XX.wav,Disgust,We'll stop in a couple of minutes,narrative
885,kaggle/input/cremad/AudioWAV/1011_WSI_FEA_XX.wav,Fear,We'll stop in a couple of minutes,narrative
886,kaggle/input/cremad/AudioWAV/1011_WSI_HAP_XX.wav,Happy,We'll stop in a couple of minutes,narrative
887,kaggle/input/cremad/AudioWAV/1011_WSI_NEU_XX.wav,Neutral,We'll stop in a couple of minutes,narrative
888,kaggle/input/cremad/AudioWAV/1011_WSI_SAD_XX.wav,Sad,We'll stop in a couple of minutes,narrative
889,kaggle/input/cremad/AudioWAV/1012_DFA_ANG_XX.wav,Anger,Don't forget a jacket,request_command
890,kaggle/input/cremad/AudioWAV/1012_DFA_DIS_XX.wav,Disgust,Don't forget a jacket,request_command
891,kaggle/input/cremad/AudioWAV/1012_DFA_FEA_XX.wav,Fear,Don't forget a jacket,request_command
892,kaggle/input/cremad/AudioWAV/1012_DFA_HAP_XX.wav,Happy,Don't forget a jacket,request_command
893,kaggle/input/cremad/AudioWAV/1012_DFA_NEU_XX.wav,Neutral,Don't forget a jacket,request_command
894,kaggle/input/cremad/AudioWAV/1012_DFA_SAD_XX.wav,Sad,Don't forget a jacket,request_command
895,kaggle/input/cremad/AudioWAV/1012_IEO_ANG_HI.wav,Anger,It's eleven o'clock,factual_statement
896,kaggle/input/cremad/AudioWAV/1012_IEO_ANG_LO.wav,Anger,It's eleven o'clock,factual_statement
897,kaggle/input/cremad/AudioWAV/1012_IEO_ANG_MD.wav,Anger,It's eleven o'clock,factual_statement
898,kaggle/input/cremad/AudioWAV/1012_IEO_DIS_HI.wav,Disgust,It's eleven o'clock,factual_statement
899,kaggle/input/cremad/AudioWAV/1012_IEO_DIS_LO.wav,Disgust,It's eleven o'clock,factual_statement
900,kaggle/input/cremad/AudioWAV/1012_IEO_DIS_MD.wav,Disgust,It's eleven o'clock,factual_statement
901,kaggle/input/cremad/AudioWAV/1012_IEO_FEA_HI.wav,Fear,It's eleven o'clock,factual_statement
902,kaggle/input/cremad/AudioWAV/1012_IEO_FEA_LO.wav,Fear,It's eleven o'clock,factual_statement
903,kaggle/input/cremad/AudioWAV/1012_IEO_FEA_MD.wav,Fear,It's eleven o'clock,factual_statement
904,kaggle/input/cremad/AudioWAV/1012_IEO_HAP_HI.wav,Happy,It's eleven o'clock,factual_statement
905,kaggle/input/cremad/AudioWAV/1012_IEO_HAP_LO.wav,Happy,It's eleven o'clock,factual_statement
906,kaggle/input/cremad/AudioWAV/1012_IEO_HAP_MD.wav,Happy,It's eleven o'clock,factual_statement
907,kaggle/input/cremad/AudioWAV/1012_IEO_NEU_XX.wav,Neutral,It's eleven o'clock,factual_statement
908,kaggle/input/cremad/AudioWAV/1012_IEO_SAD_HI.wav,Sad,It's eleven o'clock,factual_statement
909,kaggle/input/cremad/AudioWAV/1012_IEO_SAD_LO.wav,Sad,It's eleven o'clock,factual_statement
910,kaggle/input/cremad/AudioWAV/1012_IEO_SAD_MD.wav,Sad,It's eleven o'clock,factual_statement
911,kaggle/input/cremad/AudioWAV/1012_IOM_ANG_XX.wav,Anger,I'm on my way to the meeting,personal_statement
912,kaggle/input/cremad/AudioWAV/1012_IOM_DIS_XX.wav,Disgust,I'm on my way to the meeting,personal_statement
913,kaggle/input/cremad/AudioWAV/1012_IOM_FEA_XX.wav,Fear,I'm on my way to the meeting,personal_statement
914,kaggle/input/cremad/AudioWAV/1012_IOM_HAP_XX.wav,Happy,I'm on my way to the meeting,personal_statement
915,kaggle/input/cremad/AudioWAV/1012_IOM_NEU_XX.wav,Neutral,I'm on my way to the meeting,personal_statement
916,kaggle/input/cremad/AudioWAV/1012_IOM_SAD_XX.wav,Sad,I'm on my way to the meeting,personal_statement
917,kaggle/input/cremad/AudioWAV/1012_ITH_ANG_XX.wav,Anger,I think I have a doctor's appointment,personal_statement
918,kaggle/input/cremad/AudioWAV/1012_ITH_DIS_XX.wav,Disgust,I think I have a doctor's appointment,personal_statement
919,kaggle/input/cremad/AudioWAV/1012_ITH_FEA_XX.wav,Fear,I think I have a doctor's appointment,personal_statement
920,kaggle/input/cremad/AudioWAV/1012_ITH_HAP_XX.wav,Happy,I think I have a doctor's appointment,personal_statement
921,kaggle/input/cremad/AudioWAV/1012_ITH_NEU_XX.wav,Neutral,I think I have a doctor's appointment,personal_statement
922,kaggle/input/cremad/AudioWAV/1012_ITH_SAD_XX.wav,Sad,I think I have a doctor's appointment,personal_statement
923,kaggle/input/cremad/AudioWAV/1012_ITS_ANG_XX.wav,Anger,I think I've seen this before,personal_statement
924,kaggle/input/cremad/AudioWAV/1012_ITS_DIS_XX.wav,Disgust,I think I've seen this before,personal_statement
925,kaggle/input/cremad/AudioWAV/1012_ITS_FEA_XX.wav,Fear,I think I've seen this before,personal_statement
926,kaggle/input/cremad/AudioWAV/1012_ITS_HAP_XX.wav,Happy,I think I've seen this before,personal_statement
927,kaggle/input/cremad/AudioWAV/1012_ITS_NEU_XX.wav,Neutral,I think I've seen this before,personal_statement
928,kaggle/input/cremad/AudioWAV/1012_ITS_SAD_XX.wav,Sad,I think I've seen this before,personal_statement
929,kaggle/input/cremad/AudioWAV/1012_IWL_ANG_XX.wav,Anger,I would like a new alarm clock,personal_statement
930,kaggle/input/cremad/AudioWAV/1012_IWL_DIS_XX.wav,Disgust,I would like a new alarm clock,personal_statement
931,kaggle/input/cremad/AudioWAV/1012_IWL_FEA_XX.wav,Fear,I would like a new alarm clock,personal_statement
932,kaggle/input/cremad/AudioWAV/1012_IWL_HAP_XX.wav,Happy,I would like a new alarm clock,personal_statement
933,kaggle/input/cremad/AudioWAV/1012_IWL_NEU_XX.wav,Neutral,I would like a new alarm clock,personal_statement
934,kaggle/input/cremad/AudioWAV/1012_IWL_SAD_XX.wav,Sad,I would like a new alarm clock,personal_statement
935,kaggle/input/cremad/AudioWAV/1012_IWW_ANG_XX.wav,Anger,I wonder what this is about,personal_statement
936,kaggle/input/cremad/AudioWAV/1012_IWW_DIS_XX.wav,Disgust,I wonder what this is about,personal_statement
937,kaggle/input/cremad/AudioWAV/1012_IWW_FEA_XX.wav,Fear,I wonder what this is about,personal_statement
938,kaggle/input/cremad/AudioWAV/1012_IWW_HAP_XX.wav,Happy,I wonder what this is about,personal_statement
939,kaggle/input/cremad/AudioWAV/1012_IWW_NEU_XX.wav,Neutral,I wonder what this is about,personal_statement
940,kaggle/input/cremad/AudioWAV/1012_IWW_SAD_XX.wav,Sad,I wonder what this is about,personal_statement
941,kaggle/input/cremad/AudioWAV/1012_MTI_ANG_XX.wav,Anger,Maybe tomorrow it will be cold,narrative
942,kaggle/input/cremad/AudioWAV/1012_MTI_DIS_XX.wav,Disgust,Maybe tomorrow it will be cold,narrative
943,kaggle/input/cremad/AudioWAV/1012_MTI_FEA_XX.wav,Fear,Maybe tomorrow it will be cold,narrative
944,kaggle/input/cremad/AudioWAV/1012_MTI_HAP_XX.wav,Happy,Maybe tomorrow it will be cold,narrative
945,kaggle/input/cremad/AudioWAV/1012_MTI_NEU_XX.wav,Neutral,Maybe tomorrow it will be cold,narrative
946,kaggle/input/cremad/AudioWAV/1012_MTI_SAD_XX.wav,Sad,Maybe tomorrow it will be cold,narrative
947,kaggle/input/cremad/AudioWAV/1012_TAI_ANG_XX.wav,Anger,The airplane is almost full,factual_statement
948,kaggle/input/cremad/AudioWAV/1012_TAI_DIS_XX.wav,Disgust,The airplane is almost full,factual_statement
949,kaggle/input/cremad/AudioWAV/1012_TAI_FEA_XX.wav,Fear,The airplane is almost full,factual_statement
950,kaggle/input/cremad/AudioWAV/1012_TAI_HAP_XX.wav,Happy,The airplane is almost full,factual_statement
951,kaggle/input/cremad/AudioWAV/1012_TAI_NEU_XX.wav,Neutral,The airplane is almost full,factual_statement
952,kaggle/input/cremad/AudioWAV/1012_TAI_SAD_XX.wav,Sad,The airplane is almost full,factual_statement
953,kaggle/input/cremad/AudioWAV/1012_TIE_ANG_XX.wav,Anger,That is exactly what happened,narrative
954,kaggle/input/cremad/AudioWAV/1012_TIE_DIS_XX.wav,Disgust,That is exactly what happened,narrative
955,kaggle/input/cremad/AudioWAV/1012_TIE_FEA_XX.wav,Fear,That is exactly what happened,narrative
956,kaggle/input/cremad/AudioWAV/1012_TIE_HAP_XX.wav,Happy,That is exactly what happened,narrative
957,kaggle/input/cremad/AudioWAV/1012_TIE_NEU_XX.wav,Neutral,That is exactly what happened,narrative
958,kaggle/input/cremad/AudioWAV/1012_TIE_SAD_XX.wav,Sad,That is exactly what happened,narrative
959,kaggle/input/cremad/AudioWAV/1012_TSI_ANG_XX.wav,Anger,The surface is slick,factual_statement
960,kaggle/input/cremad/AudioWAV/1012_TSI_DIS_XX.wav,Disgust,The surface is slick,factual_statement
961,kaggle/input/cremad/AudioWAV/1012_TSI_FEA_XX.wav,Fear,The surface is slick,factual_statement
962,kaggle/input/cremad/AudioWAV/1012_TSI_HAP_XX.wav,Happy,The surface is slick,factual_statement
963,kaggle/input/cremad/AudioWAV/1012_TSI_NEU_XX.wav,Neutral,The surface is slick,factual_statement
964,kaggle/input/cremad/AudioWAV/1012_TSI_SAD_XX.wav,Sad,The surface is slick,factual_statement
965,kaggle/input/cremad/AudioWAV/1012_WSI_ANG_XX.wav,Anger,We'll stop in a couple of minutes,narrative
966,kaggle/input/cremad/AudioWAV/1012_WSI_DIS_XX.wav,Disgust,We'll stop in a couple of minutes,narrative
967,kaggle/input/cremad/AudioWAV/1012_WSI_FEA_XX.wav,Fear,We'll stop in a couple of minutes,narrative
968,kaggle/input/cremad/AudioWAV/1012_WSI_HAP_XX.wav,Happy,We'll stop in a couple of minutes,narrative
969,kaggle/input/cremad/AudioWAV/1012_WSI_NEU_XX.wav,Neutral,We'll stop in a couple of minutes,narrative
970,kaggle/input/cremad/AudioWAV/1012_WSI_SAD_XX.wav,Sad,We'll stop in a couple of minutes,narrative
971,kaggle/input/cremad/AudioWAV/1013_DFA_ANG_XX.wav,Anger,Don't forget a jacket,request_command
972,kaggle/input/cremad/AudioWAV/1013_DFA_DIS_XX.wav,Disgust,Don't forget a jacket,request_command
973,kaggle/input/cremad/AudioWAV/1013_DFA_FEA_XX.wav,Fear,Don't forget a jacket,request_command
974,kaggle/input/cremad/AudioWAV/1013_DFA_HAP_XX.wav,Happy,Don't forget a jacket,request_command
975,kaggle/input/cremad/AudioWAV/1013_DFA_NEU_XX.wav,Neutral,Don't forget a jacket,request_command
976,kaggle/input/cremad/AudioWAV/1013_DFA_SAD_XX.wav,Sad,Don't forget a jacket,request_command
977,kaggle/input/cremad/AudioWAV/1013_IEO_ANG_HI.wav,Anger,It's eleven o'clock,factual_statement
978,kaggle/input/cremad/AudioWAV/1013_IEO_ANG_LO.wav,Anger,It's eleven o'clock,factual_statement
979,kaggle/input/cremad/AudioWAV/1013_IEO_ANG_MD.wav,Anger,It's eleven o'clock,factual_statement
980,kaggle/input/cremad/AudioWAV/1013_IEO_DIS_HI.wav,Disgust,It's eleven o'clock,factual_statement
981,kaggle/input/cremad/AudioWAV/1013_IEO_DIS_LO.wav,Disgust,It's eleven o'clock,factual_statement
982,kaggle/input/cremad/AudioWAV/1013_IEO_DIS_MD.wav,Disgust,It's eleven o'clock,factual_statement
983,kaggle/input/cremad/AudioWAV/1013_IEO_FEA_HI.wav,Fear,It's eleven o'clock,factual_statement
984,kaggle/input/cremad/AudioWAV/1013_IEO_FEA_LO.wav,Fear,It's eleven o'clock,factual_statement
985,kaggle/input/cremad/AudioWAV/1013_IEO_FEA_MD.wav,Fear,It's eleven o'clock,factual_statement
986,kaggle/input/cremad/AudioWAV/1013_IEO_HAP_HI.wav,Happy,It's eleven o'clock,factual_statement
987,kaggle/input/cremad/AudioWAV/1013_IEO_HAP_LO.wav,Happy,It's eleven o'clock,factual_statement
988,kaggle/input/cremad/AudioWAV/1013_IEO_HAP_MD.wav,Happy,It's eleven o'clock,factual_statement
989,kaggle/input/cremad/AudioWAV/1013_IEO_NEU_XX.wav,Neutral,It's eleven o'clock,factual_statement
990,kaggle/input/cremad/AudioWAV/1013_IEO_SAD_HI.wav,Sad,It's eleven o'clock,factual_statement
991,kaggle/input/cremad/AudioWAV/1013_IEO_SAD_LO.wav,Sad,It's eleven o'clock,factual_statement
992,kaggle/input/cremad/AudioWAV/1013_IEO_SAD_MD.wav,Sad,It's eleven o'clock,factual_statement
993,kaggle/input/cremad/AudioWAV/1013_IOM_ANG_XX.wav,Anger,I'm on my way to the meeting,personal_statement
994,kaggle/input/cremad/AudioWAV/1013_IOM_DIS_XX.wav,Disgust,I'm on my way to the meeting,personal_statement
995,kaggle/input/cremad/AudioWAV/1013_IOM_FEA_XX.wav,Fear,I'm on my way to the meeting,personal_statement
996,kaggle/input/cremad/AudioWAV/1013_IOM_HAP_XX.wav,Happy,I'm on my way to the meeting,personal_statement
997,kaggle/input/cremad/AudioWAV/1013_IOM_NEU_XX.wav,Neutral,I'm on my way to the meeting,personal_statement
998,kaggle/input/cremad/AudioWAV/1013_IOM_SAD_XX.wav,Sad,I'm on my way to the meeting,personal_statement
999,kaggle/input/cremad/AudioWAV/1013_ITH_ANG_XX.wav,Anger,I think I have a doctor's appointment,personal_statement
1000,kaggle/input/cremad/AudioWAV/1013_ITH_DIS_XX.wav,Disgust,I think I have a doctor's appointment,personal_statement
1001,kaggle/input/cremad/AudioWAV/1013_ITH_FEA_XX.wav,Fear,I think I have a doctor's appointment,personal_statement
1002,kaggle/input/cremad/AudioWAV/1013_ITH_HAP_XX.wav,Happy,I think I have a doctor's appointment,personal_statement
1003,kaggle/input/cremad/AudioWAV/1013_ITH_NEU_XX.wav,Neutral,I think I have a doctor's appointment,personal_statement
1004,kaggle/input/cremad/AudioWAV/1013_ITH_SAD_XX.wav,Sad,I think I have a doctor's appointment,personal_statement
1005,kaggle/input/cremad/AudioWAV/1013_ITS_ANG_XX.wav,Anger,I think I've seen this before,personal_statement
1006,kaggle/input/cremad/AudioWAV/1013_ITS_DIS_XX.wav,Disgust,I think I've seen this before,personal_statement
1007,kaggle/input/cremad/AudioWAV/1013_ITS_FEA_XX.wav,Fear,I think I've seen this before,personal_statement
1008,kaggle/input/cremad/AudioWAV/1013_ITS_HAP_XX.wav,Happy,I think I've seen this before,personal_statement
1009,kaggle/input/cremad/AudioWAV/1013_ITS_NEU_XX.wav,Neutral,I think I've seen this before,personal_statement
1010,kaggle/input/cremad/AudioWAV/1013_ITS_SAD_XX.wav,Sad,I think I've seen this before,personal_statement
1011,kaggle/input/cremad/AudioWAV/1013_IWL_ANG_XX.wav,Anger,I would like a new alarm clock,personal_statement
1012,kaggle/input/cremad/AudioWAV/1013_IWL_DIS_XX.wav,Disgust,I would like a new alarm clock,personal_statement
1013,kaggle/input/cremad/AudioWAV/1013_IWL_FEA_XX.wav,Fear,I would like a new alarm clock,personal_statement
1014,kaggle/input/cremad/AudioWAV/1013_IWL_HAP_XX.wav,Happy,I would like a new alarm clock,personal_statement
1015,kaggle/input/cremad/AudioWAV/1013_IWL_NEU_XX.wav,Neutral,I would like a new alarm clock,personal_statement
1016,kaggle/input/cremad/AudioWAV/1013_IWL_SAD_XX.wav,Sad,I would like a new alarm clock,personal_statement
1017,kaggle/input/cremad/AudioWAV/1013_IWW_ANG_XX.wav,Anger,I wonder what this is about,personal_statement
1018,kaggle/input/cremad/AudioWAV/1013_IWW_DIS_XX.wav,Disgust,I wonder what this is about,personal_statement
1019,kaggle/input/cremad/AudioWAV/1013_IWW_FEA_XX.wav,Fear,I wonder what this is about,personal_statement
1020,kaggle/input/cremad/AudioWAV/1013_IWW_HAP_XX.wav,Happy,I wonder what this is about,personal_statement
1021,kaggle/input/cremad/AudioWAV/1013_IWW_NEU_XX.wav,Neutral,I wonder what this is about,personal_statement
1022,kaggle/input/cremad/AudioWAV/1013_IWW_SAD_XX.wav,Sad,I wonder what this is about,personal_statement
1023,kaggle/input/cremad/AudioWAV/1013_MTI_ANG_XX.wav,Anger,Maybe tomorrow it will be cold,narrative
1024,kaggle/input/cremad/AudioWAV/1013_MTI_DIS_XX.wav,Disgust,Maybe tomorrow it will be cold,narrative
1025,kaggle/input/cremad/AudioWAV/1013_MTI_FEA_XX.wav,Fear,Maybe tomorrow it will be cold,narrative
1026,kaggle/input/cremad/AudioWAV/1013_MTI_HAP_XX.wav,Happy,Maybe tomorrow it will be cold,narrative
1027,kaggle/input/cremad/AudioWAV/1013_MTI_NEU_XX.wav,Neutral,Maybe tomorrow it will be cold,narrative
1028,kaggle/input/cremad/AudioWAV/1013_MTI_SAD_XX.wav,Sad,Maybe tomorrow it will be cold,narrative
1029,kaggle/input/cremad/AudioWAV/1013_TAI_ANG_XX.wav,Anger,The airplane is almost full,factual_statement
